,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
3952,FLAT G 36/F BLOCK 1 SKY TOWER ,16,30/4/2018,9.7,521,691,18618,14038,2359,85
3953,FLAT B 11/F HONG FU MANSION  ,29,30/4/2018,5.98,413,594,14479,10067,1393,66
3954,FLAT G 20/F TOWER 1 GRAND WATERFRONT ,14,30/4/2018,6.95,385,522,18052,13314,1911,54
3955,FLAT B 2/F CHEONG LOK MANSION  ,54,30/4/2018,3.38,336,-,10060,-,3733,355
3956,FLAT B 13/F LEE KO BUILDING  ,41,30/4/2018,7.8,493,611,15822,12766,2461,145
3957,FLAT 35 12/F BLOCK 1 PHASE 1 MEI KING MANSION,56,30/4/2018,3.22,316,-,10190,-,-,
3958,NO. 51 (FLAT A) 3/F 51 HUNG FOOK STREET  ,63,30/4/2018,2.1,200,-,10505,-,-,
3959,FLAT F8 12/F BLOCK F HONOUR BUILDING ,47,30/4/2018,3.9,310,355,12581,10986,5358,657
3960,NO. 51 (FLAT B) 3/F 51 HUNG FOOK STREET  ,63,30/4/2018,1.25,126,-,9937,-,3920,364
3961,NO. 1 2/F 1 HUNG FOOK STREET  ,62,30/4/2018,5.16,626,-,8241,-,-,
3962,NO. 28 3/F 28-28A NGAN HON STREET  ,60,30/4/2018,3.13,336,-,9301,-,7788,317
3963,FLAT C 11/F LAI MING COURT  ,43,30/4/2018,4.33,313,-,13834,-,-,
3964,FLAT C 3/F HONOUR COURT  ,25,30/4/2018,5.65,316,456,17880,12390,-,
3965,FLAT C 18/F TOWER 2 GRAND WATERFRONT ,14,30/4/2018,8.28,427,585,19391,14154,3813,142
